place_id,place_name,category,city,state,latitude,longitude,rating,review_count,price_range,indoor_outdoor,crowd_level,opening_hours,wheelchair_accessible,ramp_available,accessible_washroom,elevator_available,accessible_parking,visually_impaired_support,hearing_impaired_support,family_friendly,pet_friendly,public_transport_access,accessibility_score,distance_from_metro_km,distance_from_bus_stop_km,wifi_available,air_conditioned,study_friendly,work_friendly,group_friendly,senior_citizen_friendly,children_friendly,safety_score,cleanliness_score,service_score,ambience_score,tags,user_id,user_age_group,user_budget_preference,user_preferred_category,user_accessibility_need,interaction_type,user_rating_given,visit_frequency,time_spent_minutes,would_revisit,timestamp
PL0435,Indian Museum Kolkata - Ghaziabad,Museum,Ghaziabad,Uttar Pradesh,28.772765,77.360725,3.5,9301,Budget,Indoor,Low,6:00 AM - 8:00 PM,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,8.8,1.09,0.73,No,Yes,No,No,Yes,Yes,No,7.2,8.1,7.7,8.2,educational|art lover|cultural|heritage|wheelchair friendly|accessible washroom|senior friendly,U0435,45-54,Premium,Museum,Wheelchair User,viewed,,,2,,3/9/2024 21:15
PL0436,Visvesvaraya Industrial Museum - Gurugram,Museum,Gurugram,Haryana,28.432376,76.954059,4.8,7661,Moderate,Indoor,Medium,9:00 AM - 9:00 PM,No,No,No,No,Yes,Yes,No,Yes,No,Yes,2,1.62,1,Yes,Yes,No,No,Yes,Yes,No,6.3,7.2,7.7,9.6,art lover|family outing|interactive exhibits|senior friendly|near metro,U0436,35-44,Budget,Community Center,None,rated,4.7,frequent,167,yes,7/1/2024 14:45
PL0437,Scindia Museum - Mumbai,Museum,Mumbai,Maharashtra,19.061598,72.872574,2,9378,Budget,Indoor,Low,8:00 AM - 10:00 PM,No,Yes,No,Yes,No,No,No,No,No,No,3.1,2.03,2.28,No,Yes,No,No,Yes,Yes,Yes,6.3,7,6.4,4.9,premium|heritage|senior friendly|educational,U0437,35-44,Budget,Park,None,saved,,,6,,3/22/2024 15:33
PL0438,Scindia Museum - Pune,Museum,Pune,Maharashtra,18.592114,73.944061,2.2,6754,Budget,Indoor,Low,10:00 AM - 8:00 PM,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,6.4,3.86,2.66,No,Yes,No,Yes,No,No,Yes,7.4,7.1,6.4,5.8,photography allowed|heritage|cultural|family outing|wheelchair friendly|accessible washroom|near metro,U0438,55+,Moderate,Mall,Wheelchair User,viewed,,,2,,3/22/2024 16:02
PL0439,Crafts Museum Delhi - Bengaluru,Museum,Bengaluru,Karnataka,13.051678,77.627739,4.6,4036,Budget,Indoor,Low,24 Hours,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5.7,0.47,2.7,No,Yes,No,No,Yes,No,Yes,7.1,8,7.7,8.1,photography allowed|senior friendly|guided tours|art lover|accessible washroom|near metro,U0439,18-24,Moderate,Museum,None,rated,5,occasional,41,yes,2/17/2024 12:48
PL0440,Dr Bhau Daji Lad Museum - Hyderabad,Museum,Hyderabad,Telangana,17.350039,78.495972,3.2,1644,Budget,Indoor,Medium,6:00 AM - 8:00 PM,No,No,Yes,Yes,No,Yes,No,No,No,Yes,4.3,0.28,0.68,No,Yes,Yes,No,Yes,Yes,Yes,6.9,7.1,7.7,7.3,family outing|premium|near metro|interactive exhibits|accessible washroom|senior friendly,U0440,45-54,Premium,Park,Hearing Impaired,clicked,,,6,,7/24/2023 13:13
PL0441,Visvesvaraya Industrial Museum - Chennai,Museum,Chennai,Tamil Nadu,13.148432,80.151005,4.4,5566,Moderate,Indoor,Medium,24 Hours,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,6.4,3.44,1.74,Yes,Yes,No,No,Yes,Yes,Yes,6.6,8.2,8.3,8.4,interactive exhibits|senior friendly|guided tours|family outing|wheelchair friendly|accessible washroom|near metro,U0441,35-44,Budget,Library,Elderly,viewed,,,3,,1/25/2024 19:16
PL0442,Salar Jung Museum - Kolkata,Museum,Kolkata,West Bengal,22.466792,88.451356,4.5,5507,Premium,Indoor,Medium,7:00 AM - 9:00 PM,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,8.2,2.24,1.84,Yes,Yes,No,Yes,Yes,Yes,Yes,6.6,7.6,7.4,8.3,senior friendly|interactive exhibits|photography allowed|near metro|wheelchair friendly|accessible washroom,U0442,45-54,Premium,Cinema,Hearing Impaired,viewed,,,4,,6/24/2023 16:36
PL0443,Crafts Museum Delhi - Ahmedabad,Museum,Ahmedabad,Gujarat,22.958171,72.501831,3.5,6645,Premium,Indoor,Low,6:00 AM - 8:00 PM,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,7.8,4.72,1.51,Yes,No,No,No,No,Yes,No,7,8,7.1,8.2,guided tours|art lover|near metro|interactive exhibits|wheelchair friendly|accessible washroom|senior friendly,U0443,18-24,Premium,Community Center,Family with Kids,clicked,,,3,,1/4/2024 8:53
PL0444,Scindia Museum - Jaipur,Museum,Jaipur,Rajasthan,26.998106,75.696668,2.5,3170,Budget,Indoor,Medium,7:00 AM - 9:00 PM,No,No,No,No,Yes,No,No,No,No,Yes,0.9,4.78,1.29,Yes,No,Yes,No,No,Yes,No,6.6,6.6,7.7,6.6,wheelchair friendly|near metro|cultural|guided tours|senior friendly,U0444,25-34,Budget,Museum,Hearing Impaired,clicked,,,5,,3/3/2024 11:50
PL0445,National Gallery of Modern Art - Delhi,Museum,Delhi,Delhi,28.697502,77.317053,2.7,6228,Budget,Indoor,Medium,9:00 AM - 6:00 PM,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,7.1,4.87,0.91,No,Yes,No,No,Yes,Yes,No,7.1,7,7.1,6.3,senior friendly|heritage|cultural|guided tours|wheelchair friendly|accessible washroom|near metro,U0445,55+,Budget,Museum,Family with Kids,viewed,,,4,,7/19/2023 8:05
PL0446,Indian Museum Kolkata - Noida,Museum,Noida,Uttar Pradesh,28.549734,77.480241,2.1,4911,Budget,Indoor,High,10:00 AM - 11:00 PM,No,No,Yes,Yes,Yes,No,No,No,No,Yes,4.2,3.92,1.31,No,Yes,No,No,Yes,Yes,Yes,6.4,6.7,7,5.5,family outing|heritage|photography allowed|senior friendly|accessible washroom|near metro,U0446,18-24,Moderate,Museum,Elderly,saved,,,2,,5/28/2023 16:39
PL0447,City Palace Museum Jaipur - Ghaziabad,Museum,Ghaziabad,Uttar Pradesh,28.631689,77.374798,4.5,8201,Moderate,Indoor,High,10:00 AM - 8:00 PM,Yes,Yes,Yes,No,No,Yes,No,No,No,No,6.6,2.95,0.11,Yes,Yes,No,No,Yes,Yes,Yes,7,8.5,7.9,8.5,near metro|premium|wheelchair friendly|heritage|accessible washroom|senior friendly,U0447,25-34,Moderate,Coworking Space,Elderly,clicked,,,10,,9/7/2024 15:38
PL0448,Government Museum Chennai - Gurugram,Museum,Gurugram,Haryana,28.355776,77.018513,4.2,9328,Moderate,Indoor,Low,7:00 AM - 9:00 PM,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,9.2,0.79,1.71,No,Yes,Yes,No,No,Yes,No,7.3,9.2,8.2,8.3,educational|interactive exhibits|senior friendly|cultural|wheelchair friendly|accessible washroom,U0448,45-54,Budget,Cafe,Visually Impaired,visited,5,occasional,137,yes,2/25/2024 18:10
PL0449,Government Museum Chennai - Mumbai,Museum,Mumbai,Maharashtra,18.964666,72.828961,4.3,1113,Budget,Indoor,Medium,10:00 AM - 6:00 PM,No,No,No,No,No,No,No,Yes,No,No,0.2,1.04,2.58,Yes,Yes,Yes,No,Yes,Yes,No,5.7,6.9,8.5,8,photography allowed|wheelchair friendly|senior friendly|interactive exhibits,U0449,45-54,Budget,Museum,None,visited,4,frequent,62,no,1/28/2023 11:02
PL0450,Indira Gandhi National Centre Arts - Pune,Museum,Pune,Maharashtra,18.59613,73.955684,2.4,9710,Moderate,Indoor,High,6:00 AM - 8:00 PM,No,No,No,Yes,Yes,Yes,No,Yes,No,No,3.4,1.48,0.85,No,Yes,No,No,Yes,Yes,Yes,6.2,6.5,6.7,6.2,heritage|near metro|cultural|educational|senior friendly,U0450,55+,Moderate,Park,Elderly,clicked,,,8,,7/19/2024 8:24
PL0451,Indira Gandhi National Centre Arts - Bengaluru,Museum,Bengaluru,Karnataka,12.966689,77.623066,2.9,2018,Moderate,Indoor,Medium,9:00 AM - 6:00 PM,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,7.1,4.11,1.12,Yes,Yes,No,No,No,Yes,Yes,7.8,8.3,8.2,6.3,interactive exhibits|family outing|photography allowed|guided tours|wheelchair friendly|accessible washroom|near metro,U0451,25-34,Premium,Community Center,Family with Kids,viewed,,,4,,7/22/2023 18:56
PL0452,Scindia Museum - Hyderabad,Museum,Hyderabad,Telangana,17.359071,78.568485,3.7,325,Moderate,Indoor,Low,8:00 AM - 10:00 PM,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,8.3,3.97,0.58,Yes,No,No,No,Yes,No,Yes,7.7,8.1,7.9,8.2,interactive exhibits|photography allowed|guided tours|art lover|wheelchair friendly|accessible washroom|near metro,U0452,25-34,Moderate,Museum,Wheelchair User,visited,5,occasional,128,yes,1/24/2024 11:42
PL0453,Indira Gandhi National Centre Arts - Chennai,Museum,Chennai,Tamil Nadu,13.169866,80.28954,3.1,1472,Budget,Indoor,Medium,10:00 AM - 8:00 PM,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,8.8,4.37,0.22,No,No,No,No,Yes,Yes,No,7.4,8.9,8.5,7.5,near metro|premium|heritage|senior friendly|wheelchair friendly|accessible washroom,U0453,45-54,Premium,Museum,None,clicked,,,10,,10/27/2024 12:42
PL0454,Allahabad Museum - Kolkata,Museum,Kolkata,West Bengal,22.507505,88.458977,4.3,5620,Moderate,Indoor,Medium,7:00 AM - 9:00 PM,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,8,2.87,0.44,No,No,No,No,No,Yes,Yes,7.4,8.4,8.4,8.2,heritage|photography allowed|senior friendly|premium|wheelchair friendly|accessible washroom|near metro,U0454,45-54,Premium,Museum,None,clicked,,,10,,7/12/2024 22:42
PL0455,Visvesvaraya Industrial Museum - Ahmedabad,Museum,Ahmedabad,Gujarat,22.930297,72.653289,4.2,8933,Moderate,Indoor,High,6:00 AM - 8:00 PM,No,No,No,No,No,No,No,Yes,No,Yes,0.1,4.74,2.62,No,Yes,No,No,Yes,Yes,Yes,5.8,5.9,8.2,8,art lover|photography allowed|premium|educational|near metro|senior friendly,U0455,35-44,Moderate,Museum,Family with Kids,saved,,,3,,1/15/2024 12:30
PL0456,National Museum Delhi - Jaipur,Museum,Jaipur,Rajasthan,26.99263,75.770664,3.3,9492,Budget,Indoor,Low,11:00 AM - 11:00 PM,Yes,Yes,Yes,No,No,No,No,No,No,Yes,5.8,1.57,0.37,Yes,No,No,No,No,Yes,Yes,6.1,7.7,7.2,6.8,educational|heritage|near metro|photography allowed|wheelchair friendly|accessible washroom|senior friendly,U0456,35-44,Budget,Museum,Family with Kids,clicked,,,9,,8/28/2024 18:30
PL0457,Allahabad Museum - Delhi,Museum,Delhi,Delhi,28.502327,77.274133,2.6,202,Budget,Indoor,High,6:00 AM - 8:00 PM,No,No,Yes,No,No,No,No,Yes,No,Yes,1.3,4.76,2.09,Yes,Yes,No,No,Yes,Yes,Yes,5.5,6.1,7.1,7,cultural|heritage|educational|wheelchair friendly|accessible washroom|near metro|senior friendly,U0457,18-24,Budget,Museum,Elderly,visited,2.9,first_time,79,yes,2/16/2023 15:48
PL0458,Calico Museum Ahmedabad - Noida,Museum,Noida,Uttar Pradesh,28.634326,77.312175,4.3,7554,Budget,Indoor,Medium,9:00 AM - 9:00 PM,Yes,Yes,Yes,No,No,No,No,No,No,Yes,5.7,2.09,1.8,Yes,Yes,No,No,Yes,No,Yes,6.3,7.7,8.2,8.5,heritage|art lover|near metro|premium|wheelchair friendly|accessible washroom,U0458,18-24,Budget,Museum,None,viewed,,,3,,9/8/2023 10:15
PL0459,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya - Ghaziabad,Museum,Ghaziabad,Uttar Pradesh,28.633792,77.372048,3.1,8962,Premium,Indoor,Medium,8:00 AM - 10:00 PM,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,5.7,0.92,2.27,Yes,Yes,Yes,No,Yes,No,No,7.4,6.4,7.7,7,heritage|senior friendly|art lover|interactive exhibits|wheelchair friendly|accessible washroom|near metro,U0459,55+,Premium,Mall,Hearing Impaired,viewed,,,5,,5/15/2024 20:18
PL0460,City Palace Museum Jaipur - Gurugram,Museum,Gurugram,Haryana,28.427577,77.117895,3.2,8431,Budget,Indoor,Low,9:00 AM - 6:00 PM,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,8,0.52,1.33,No,Yes,Yes,No,Yes,Yes,Yes,7.8,8.1,7.7,6.5,cultural|family outing|photography allowed|guided tours|wheelchair friendly|accessible washroom|senior friendly,U0460,18-24,Premium,Library,None,saved,,,3,,6/25/2023 13:38
PL0461,Shankar International Dolls Museum - Mumbai,Museum,Mumbai,Maharashtra,19.159342,72.865023,3.4,7284,Moderate,Indoor,Medium,7:00 AM - 11:00 PM,No,No,No,No,No,Yes,No,No,No,No,0.9,3.12,0.38,Yes,Yes,No,No,Yes,Yes,Yes,5.9,6,8.3,6.9,art lover|near metro|senior friendly|guided tours,U0461,45-54,Budget,Sports Complex,Family with Kids,clicked,,,6,,9/27/2023 22:26
PL0462,Birla Industrial Museum - Pune,Museum,Pune,Maharashtra,18.447866,73.779405,3.4,4345,Budget,Indoor,High,8:00 AM - 8:00 PM,Yes,Yes,Yes,No,No,No,No,No,No,Yes,5.8,4.94,0.11,No,Yes,No,No,Yes,Yes,Yes,6.5,6.8,6.5,7.4,senior friendly|interactive exhibits|premium|photography allowed|wheelchair friendly|accessible washroom|near metro,U0462,25-34,Premium,Restaurant,None,viewed,,,3,,4/25/2024 19:54
PL0463,SPI Cinemas - Bengaluru,Cinema,Bengaluru,Karnataka,12.975663,77.597886,4.8,9975,Premium,Indoor,High,24 Hours,No,No,No,Yes,No,No,No,Yes,No,No,1.3,4.69,1.33,No,Yes,No,No,No,No,Yes,7,6.7,8.8,8.3,accessible washroom|wheelchair friendly|recliner seats|IMAX,U0463,18-24,Premium,Cinema,None,visited,4.1,occasional,52,yes,3/22/2024 21:08
PL0464,Cinepolis Luxury - Hyderabad,Cinema,Hyderabad,Telangana,17.410961,78.583489,2.3,7719,Premium,Indoor,Low,7:00 AM - 9:00 PM,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,9,2.19,1.67,No,Yes,No,No,Yes,Yes,Yes,6.8,8.3,7,7,family outing|food court|dolby audio|premium|wheelchair friendly|accessible washroom|senior friendly,U0464,35-44,Premium,Cinema,Elderly,rated,5,occasional,43,yes,6/16/2024 14:58
PL0465,Satyam Cineplex - Chennai,Cinema,Chennai,Tamil Nadu,13.151052,80.302415,2.1,2278,Moderate,Indoor,Medium,9:00 AM - 6:00 PM,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,7.4,4.33,1.39,No,Yes,No,No,Yes,Yes,Yes,6.2,7,6,6.1,weekend fun|near metro|family outing|IMAX|wheelchair friendly|accessible washroom|senior friendly,U0465,18-24,Moderate,Cinema,Family with Kids,rated,3.8,first_time,151,yes,3/12/2024 17:05
PL0466,G7 Multiplex - Kolkata,Cinema,Kolkata,West Bengal,22.540505,88.251935,2.5,5003,Premium,Indoor,Low,7:00 AM - 9:00 PM,Yes,No,Yes,No,Yes,No,Yes,No,No,No,6,2.84,0.78,No,Yes,No,No,Yes,Yes,Yes,5.8,8.5,7.6,6.2,near metro|accessible washroom|weekend fun|family outing|wheelchair friendly|senior friendly,U0466,18-24,Budget,Cinema,Elderly,clicked,,,6,,7/25/2023 22:54
PL0467,G7 Multiplex - Ahmedabad,Cinema,Ahmedabad,Gujarat,22.93012,72.513215,3.2,203,Moderate,Indoor,Low,9:00 AM - 6:00 PM,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,8.2,4.49,2.13,Yes,Yes,No,No,Yes,No,Yes,6.7,8.3,7.4,7.2,weekend fun|3D|recliner seats|IMAX|wheelchair friendly|accessible washroom,U0467,45-54,Budget,Cinema,Family with Kids,visited,5,frequent,122,yes,6/23/2024 10:46
PL0468,IMAX Theatre Mumbai - Jaipur,Cinema,Jaipur,Rajasthan,26.904352,75.89377,4.7,5955,Moderate,Indoor,High,7:00 AM - 11:00 PM,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,8.1,4.25,0.56,No,Yes,No,No,Yes,Yes,Yes,7.4,7.9,9,8.5,recliner seats|food court|wheelchair friendly|premium|accessible washroom|near metro|senior friendly,U0468,25-34,Budget,Cinema,Wheelchair User,viewed,,,4,,4/18/2024 8:46
PL0469,Asian Cinemas - Delhi,Cinema,Delhi,Delhi,28.690704,77.161835,3.1,4586,Premium,Indoor,High,8:00 AM - 8:00 PM,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,7.2,2.18,0.21,Yes,Yes,No,No,Yes,No,Yes,7.4,8.4,6.8,7.3,3D|entertainment|IMAX|food court|wheelchair friendly|accessible washroom|near metro,U0469,35-44,Moderate,Cinema,None,visited,5,first_time,61,yes,1/18/2023 19:36
PL0470,Asian Cinemas - Noida,Cinema,Noida,Uttar Pradesh,28.427069,77.486891,4.4,3478,Moderate,Indoor,Medium,24 Hours,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,5.6,0.47,1.39,No,Yes,No,No,Yes,Yes,Yes,6.1,7.2,8.2,8.3,weekend fun|entertainment|food court|IMAX|wheelchair friendly|accessible washroom|near metro,U0470,35-44,Moderate,Cinema,Wheelchair User,saved,,,4,,9/14/2023 17:24
PL0471,INOX Insignia - Ghaziabad,Cinema,Ghaziabad,Uttar Pradesh,28.617853,77.558935,4.2,7207,Premium,Indoor,Low,10:00 AM - 8:00 PM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10,1.03,1.33,Yes,Yes,No,No,Yes,No,Yes,7.3,8.3,7.2,7.6,entertainment|accessible washroom|family outing|recliner seats|wheelchair friendly,U0471,25-34,Premium,Cinema,None,visited,5,first_time,106,yes,12/21/2024 22:13
PL0472,INOX Insignia - Gurugram,Cinema,Gurugram,Haryana,28.573094,77.028847,2.1,2083,Moderate,Indoor,High,9:00 AM - 9:00 PM,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,8.2,3.74,1.21,No,Yes,No,No,No,Yes,Yes,6.4,8,6.5,7.6,premium|wheelchair friendly|entertainment|3D|accessible washroom|senior friendly,U0472,18-24,Moderate,Sports Complex,Hearing Impaired,visited,5,occasional,125,yes,4/17/2023 15:09
PL0473,MovieMax Multiplex - Mumbai,Cinema,Mumbai,Maharashtra,18.965941,72.896355,4.1,9557,Moderate,Indoor,Medium,8:00 AM - 8:00 PM,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,9,4.54,1.53,Yes,Yes,No,No,Yes,Yes,No,7.9,7.4,8.8,7.6,recliner seats|accessible washroom|premium|3D|wheelchair friendly|senior friendly,U0473,35-44,Budget,Cinema,Hearing Impaired,visited,5,first_time,43,yes,3/4/2023 16:55
PL0474,Delite Cinema Delhi - Pune,Cinema,Pune,Maharashtra,18.519087,73.919969,4.6,6572,Budget,Indoor,Medium,8:00 AM - 10:00 PM,Yes,Yes,No,No,No,No,No,No,No,Yes,4.2,4,1.61,No,Yes,No,No,Yes,Yes,Yes,6.4,7.3,8.5,8.7,premium|family outing|near metro|dolby audio|wheelchair friendly|senior friendly,U0474,18-24,Moderate,Park,None,visited,5,occasional,171,yes,6/5/2024 8:01
PL0475,Raj Mandir Cinema - Bengaluru,Cinema,Bengaluru,Karnataka,12.933521,77.683657,4.1,3033,Premium,Indoor,Low,7:00 AM - 9:00 PM,No,No,No,Yes,Yes,No,Yes,No,No,Yes,3.5,0.82,1.7,No,Yes,No,No,Yes,Yes,Yes,6.5,6.6,7.7,7.7,IMAX|dolby audio|accessible washroom|3D|near metro|senior friendly,U0475,55+,Moderate,Cinema,Hearing Impaired,viewed,,,2,,9/3/2023 18:35
PL0476,IMAX Theatre Mumbai - Hyderabad,Cinema,Hyderabad,Telangana,17.304016,78.453139,3.6,3213,Premium,Indoor,Low,7:00 AM - 11:00 PM,Yes,No,Yes,Yes,Yes,No,No,No,No,No,6.3,2.7,1.92,Yes,Yes,No,No,No,Yes,No,6,7.5,8,6.8,entertainment|premium|wheelchair friendly|food court|accessible washroom|senior friendly,U0476,35-44,Premium,Cinema,Wheelchair User,rated,5,first_time,57,yes,7/12/2024 10:21
PL0477,Eros Cinema - Chennai,Cinema,Chennai,Tamil Nadu,13.156636,80.342854,2.3,8384,Moderate,Indoor,Medium,7:00 AM - 9:00 PM,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,5.5,1.47,2.22,No,Yes,No,No,No,Yes,Yes,6,7.8,7.1,6.3,3D|accessible washroom|wheelchair friendly|near metro|senior friendly,U0477,35-44,Premium,Cinema,None,rated,4,frequent,177,no,6/15/2023 9:30
PL0478,Raj Mandir Cinema - Kolkata,Cinema,Kolkata,West Bengal,22.513107,88.388697,2.6,9318,Moderate,Indoor,Low,7:00 AM - 11:00 PM,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,6.7,4.29,0.84,No,Yes,No,No,Yes,Yes,Yes,7,7.4,6.7,6.8,accessible washroom|premium|weekend fun|3D|wheelchair friendly|near metro|senior friendly,U0478,55+,Budget,Cinema,Elderly,clicked,,,9,,5/8/2024 8:33
PL0479,Wave Cinemas - Ahmedabad,Cinema,Ahmedabad,Gujarat,23.092473,72.690293,3.2,7873,Moderate,Indoor,High,10:00 AM - 8:00 PM,No,No,Yes,No,No,Yes,No,No,No,Yes,2.3,0.85,1.17,Yes,Yes,No,No,Yes,Yes,Yes,5.8,6.8,7.9,6.9,wheelchair friendly|near metro|family outing|weekend fun|accessible washroom|senior friendly,U0479,55+,Premium,Cinema,Visually Impaired,viewed,,,4,,8/7/2023 8:11
PL0480,Fun Cinemas - Jaipur,Cinema,Jaipur,Rajasthan,26.950633,75.821963,3.9,84,Budget,Indoor,High,11:00 AM - 11:00 PM,No,No,Yes,Yes,No,No,No,No,No,No,2.8,1.5,2.89,No,Yes,No,No,No,Yes,No,7.1,7.3,9.2,8.3,dolby audio|accessible washroom|IMAX|premium|senior friendly,U0480,25-34,Moderate,Community Center,Family with Kids,rated,4.2,occasional,125,no,7/14/2024 21:26
PL0481,Satyam Cineplex - Delhi,Cinema,Delhi,Delhi,28.529394,77.097763,3.2,855,Moderate,Indoor,Medium,8:00 AM - 10:00 PM,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,7.3,4.39,0.97,No,Yes,No,No,Yes,No,Yes,7,7.3,7.3,7.7,recliner seats|weekend fun|wheelchair friendly|dolby audio|accessible washroom|near metro,U0481,55+,Budget,Cinema,None,clicked,,,8,,2/27/2024 16:37
PL0482,MovieMax Multiplex - Noida,Cinema,Noida,Uttar Pradesh,28.653705,77.45653,2.5,322,Moderate,Indoor,High,9:00 AM - 6:00 PM,No,No,No,Yes,No,No,Yes,Yes,No,Yes,2.5,3.06,0.78,Yes,Yes,No,No,Yes,Yes,Yes,5.5,7,7,7,food court|weekend fun|family outing|premium|near metro|senior friendly,U0482,25-34,Premium,Cinema,Elderly,visited,3.2,frequent,174,yes,2/18/2023 22:09
PL0483,Raj Mandir Cinema - Ghaziabad,Cinema,Ghaziabad,Uttar Pradesh,28.781317,77.535526,2.9,2164,Budget,Indoor,High,10:00 AM - 8:00 PM,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,8.1,3.63,2.55,No,Yes,No,No,Yes,Yes,Yes,7,8.3,6.6,7.5,3D|recliner seats|IMAX|family outing|wheelchair friendly|accessible washroom|near metro,U0483,35-44,Budget,Cafe,Hearing Impaired,rated,5,first_time,120,yes,2/2/2023 9:57
PL0484,Prasads Multiplex - Gurugram,Cinema,Gurugram,Haryana,28.570891,77.012732,2.9,2047,Moderate,Indoor,Low,8:00 AM - 8:00 PM,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,6.5,2.33,2.04,No,Yes,No,No,Yes,Yes,Yes,6.7,7.9,6.5,7.5,premium|entertainment|accessible washroom|near metro|wheelchair friendly|senior friendly,U0484,45-54,Premium,Cinema,Elderly,visited,5,first_time,101,no,8/10/2024 8:29
PL0485,INOX Insignia - Mumbai,Cinema,Mumbai,Maharashtra,18.964862,72.98207,3.7,4063,Premium,Indoor,High,11:00 AM - 11:00 PM,No,Yes,No,No,No,No,No,Yes,No,Yes,1.7,4.46,2.05,No,Yes,No,No,No,Yes,Yes,5.9,6.4,8.2,7.3,entertainment|wheelchair friendly|dolby audio|3D|near metro|senior friendly,U0485,35-44,Moderate,Cinema,Visually Impaired,viewed,,,1,,12/24/2024 8:49
PL0486,Satyam Cineplex - Pune,Cinema,Pune,Maharashtra,18.426183,73.805487,3.4,8036,Moderate,Indoor,Medium,10:00 AM - 11:00 PM,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,8.1,0.69,1.42,No,Yes,No,No,No,Yes,Yes,7.3,8.9,7.1,8.1,food court|weekend fun|IMAX|family outing|wheelchair friendly|accessible washroom|senior friendly,U0486,18-24,Budget,Cinema,Visually Impaired,visited,5,first_time,143,yes,8/27/2023 15:02
PL0487,Wave Cinemas - Bengaluru,Cinema,Bengaluru,Karnataka,12.930271,77.565959,4.7,1291,Moderate,Indoor,Medium,9:00 AM - 6:00 PM,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,7.9,2.56,1.78,No,Yes,No,No,Yes,No,Yes,7.3,7.9,8.6,8.8,accessible washroom|3D|food court|recliner seats|wheelchair friendly|near metro,U0487,18-24,Moderate,Sports Complex,Family with Kids,visited,5,occasional,25,yes,1/15/2024 13:15
PL0488,Eros Cinema - Hyderabad,Cinema,Hyderabad,Telangana,17.41158,78.558576,3.3,7975,Budget,Indoor,High,10:00 AM - 6:00 PM,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,5.8,3.89,2.9,No,Yes,No,No,No,Yes,No,6.3,7.4,8.5,6.2,accessible washroom|premium|dolby audio|IMAX|wheelchair friendly|near metro|senior friendly,U0488,55+,Moderate,Cinema,Visually Impaired,saved,,,3,,10/15/2023 22:41
PL0489,Regal Cinema - Chennai,Cinema,Chennai,Tamil Nadu,12.995075,80.325732,2.2,6176,Moderate,Indoor,Medium,10:00 AM - 6:00 PM,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,8.2,2.19,1.27,No,Yes,No,No,Yes,No,Yes,6.9,7.4,6.9,6.1,premium|food court|dolby audio|weekend fun|wheelchair friendly|accessible washroom,U0489,35-44,Moderate,Shopping Center,None,viewed,,,2,,4/27/2023 12:50
PL0490,Satyam Cineplex - Kolkata,Cinema,Kolkata,West Bengal,22.542171,88.323734,4.5,1999,Moderate,Indoor,High,6:00 AM - 8:00 PM,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,6.6,0.42,2.29,No,Yes,No,No,Yes,Yes,Yes,6.3,8.5,9.1,7.8,3D|wheelchair friendly|accessible washroom|recliner seats|senior friendly,U0490,18-24,Budget,Cinema,Family with Kids,rated,5,first_time,93,yes,3/9/2023 8:06
PL0491,MovieMax Multiplex - Ahmedabad,Cinema,Ahmedabad,Gujarat,23.123773,72.577155,2.9,3526,Budget,Indoor,High,6:00 AM - 8:00 PM,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,7.7,1.53,2.32,No,Yes,No,No,Yes,No,Yes,7,7.9,8.1,7.1,wheelchair friendly|IMAX|food court|entertainment|near metro,U0491,35-44,Premium,Cinema,None,visited,4.8,first_time,157,yes,6/18/2023 13:44
